R, G, B
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
10,10,10
11,11,11
10,10,10
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
4,4,4
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
7,7,7
9,9,9
8,8,8
10,10,10
11,11,11
11,11,11
12,12,12
13,13,13
14,14,14
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
6,6,6
6,6,6
7,7,7
7,7,7
9,9,9
10,10,10
11,11,11
12,12,12
14,14,14
14,14,14
15,15,15
14,14,14
17,17,17
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
1,1,1
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
11,11,11
14,14,14
15,15,15
18,18,18
17,17,17
18,18,18
17,17,17
16,16,16
17,17,17
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
13,13,13
13,13,13
14,14,14
18,18,18
22,22,22
21,21,21
23,23,23
21,21,21
21,21,21
20,20,20
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
8,8,8
9,9,9
12,12,12
16,16,16
17,17,17
17,17,17
20,20,20
23,23,23
24,24,24
26,26,26
27,27,27
23,23,23
21,21,21
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
9,9,9
11,11,11
15,15,15
18,18,18
20,20,20
20,20,20
19,19,19
23,23,23
26,26,26
29,29,29
32,32,32
29,29,29
26,26,26
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
6,6,6
6,6,6
8,8,8
11,11,11
14,14,14
19,19,19
20,20,20
24,24,24
22,22,22
23,23,23
25,25,25
27,27,27
33,33,33
36,36,36
35,35,35
34,34,34
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
7,7,7
9,9,9
12,12,12
19,19,19
25,25,25
28,28,28
29,29,29
26,26,26
25,25,25
26,26,26
28,28,28
32,32,32
36,36,36
37,37,37
39,39,39
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
5,5,5
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
